,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
4197,26055137,Heartland Living (Bedroom 2),49409188,Ian,North-East Region,Serangoon,1.3729,103.87469,Private room,40,180,0,,,2,365
4202,26093121,Modern Studio Room in bungalow EZS-4,68059127,Wei,East Region,Bedok,1.32503,103.91637,Private room,178,3,0,,,21,168
4208,26109999,****5BR Minutes drive to BUGIS near MRT (GL),31464513,Darcy,Central Region,Geylang,1.31054,103.87814,Entire home/apt,687,3,0,,,114,362
4211,26111450,Bedroom on top of mall+nitelife.Full height window,95085358,Andrea,West Region,Bukit Batok,1.36202,103.76454,Private room,101,365,0,,,1,180
4216,26143135,Full Furnish Marina bay view Private Master Studio,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28057,103.85342,Private room,92,45,0,,,41,365
4219,26170239,☆☆高级公寓 (BL2),159804766,Xiaoyu,Central Region,Novena,1.32436,103.85341,Entire home/apt,250,5,0,,,79,259
4221,26171536,"☆☆豪华公寓,整套 (MZ1)",159804766,Xiaoyu,Central Region,Novena,1.32146,103.85322,Entire home/apt,250,5,0,,,79,261
4225,26189993,Triple  Private  bathroom / Room for @ Mapletree,18618387,Joyce,Central Region,Queenstown,1.28167,103.78747,Private room,137,1,0,,,18,364
4230,26207243,"1 BR in QUEENSTOWN, PRIME LOCATION IN THE CITY",138649185,Paridhi,Central Region,Queenstown,1.29244,103.80833,Entire home/apt,260,3,0,,,76,364
4233,26209751,3-BEDROOM IN QUEENSTOWN SINGAPORE,138649185,Paridhi,Central Region,Queenstown,1.29236,103.80767,Entire home/apt,319,4,0,,,76,363
4240,26286378,Next to Somerset MRT,197628878,Chin Chin,Central Region,River Valley,1.29911,103.83621,Entire home/apt,150,90,0,,,1,365
4245,26304989,Boutique Apartment Master Bedroom - Sky Yacht,4197286,Christian,West Region,Clementi,1.31655,103.76496,Private room,50,90,0,,,1,89
4248,26312970,"WEST COAST DRIVE 3-BR, CLEMENTI",156409670,Rajan,West Region,Clementi,1.31279,103.75893,Entire home/apt,356,3,0,,,78,364
4255,26340202,♤♤可爱宽敞的两卧室公寓(独栋)@ Geylang,159804766,Xiaoyu,Central Region,Geylang,1.30974,103.87635999999999,Entire home/apt,250,5,0,,,79,337
4259,26369540,"♤♤♤私人公寓,独栋",159804766,Xiaoyu,Central Region,Geylang,1.30989,103.87785,Entire home/apt,319,7,0,,,79,347
4261,26370145,☆☆豪华公寓 (MZ2),159804766,Xiaoyu,Central Region,Novena,1.3199,103.8521,Entire home/apt,250,5,0,,,79,186
4270,26430483,☆豪华公寓(PS1B),159804766,Xiaoyu,Central Region,Rochor,1.30081,103.84701,Entire home/apt,149,14,0,,,79,174
4271,26430673,☆豪华公寓RVP2,159804766,Xiaoyu,Central Region,Tanglin,1.29526,103.8279,Entire home/apt,149,14,0,,,79,325
4272,26430795,☆高级公寓 (CL1),159804766,Xiaoyu,Central Region,Kallang,1.31565,103.85603,Entire home/apt,139,4,0,,,79,341
4273,26430981,☆高级公寓 (ZSM1b2),159804766,Xiaoyu,Central Region,Novena,1.3269799999999998,103.84747,Entire home/apt,149,7,0,,,79,338
4274,26431075,☆高级公寓DM,159804766,Xiaoyu,Central Region,Novena,1.32674,103.84689,Entire home/apt,181,5,0,,,79,320
4275,26432259,"Big Master Room , Marina One .Downtown Core",32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28035,103.85203,Private room,85,60,0,,,41,365
4285,26503285,1 Bedroom @ Condo Near Novena Mez,29420853,Aaron,Central Region,Novena,1.3208,103.85332,Entire home/apt,131,10,0,,,141,339
4290,26545378,1 Bedroom Near Novena Central  Tr,29420853,Aaron,Central Region,Novena,1.32196,103.85173,Entire home/apt,131,30,0,,,141,365
4297,26584687,"FAMILY 2BR IN NOVENA, SINGAPORE",156409670,Rajan,Central Region,Novena,1.31713,103.84445,Entire home/apt,350,3,0,,,78,364
4308,26730740,5 Bedroom Walking Distance to Dakota MRT,29420853,Aaron,Central Region,Geylang,1.31295,103.88515,Entire home/apt,500,5,0,,,141,365
4314,26753371,☆☆整套私人公寓 BL5,159804766,Xiaoyu,Central Region,Geylang,1.31056,103.87601,Entire home/apt,228,5,0,,,79,260
4315,26753497,♤♤可爱宽敞的两卧室公寓 豪华私人公寓@ Geylang,159804766,Xiaoyu,Central Region,Geylang,1.31162,103.87659000000001,Entire home/apt,250,5,0,,,79,317
4316,26753561,♤♤♤三间卧室 私人高级公寓,159804766,Xiaoyu,Central Region,Geylang,1.31146,103.87635999999999,Entire home/apt,319,7,0,,,79,299
4317,26753666,♤♤♤三间卧室 独栋公寓,159804766,Xiaoyu,Central Region,Geylang,1.3103799999999999,103.8776,Entire home/apt,319,5,0,,,79,317
4318,26753740,♤♤♤三间卧室 豪华独栋公寓,159804766,Xiaoyu,Central Region,Geylang,1.3096,103.87736,Entire home/apt,319,7,0,,,79,322
4319,26754482,☆高级公寓,159804766,Xiaoyu,Central Region,Geylang,1.31102,103.88428,Entire home/apt,158,10,0,,,79,325
4320,26754883,☆公寓小区 (LTCL1),159804766,Xiaoyu,Central Region,Kallang,1.31446,103.85645,Entire home/apt,139,10,0,,,79,334
4321,26755057,☆高级公寓 (RG1),159804766,Xiaoyu,Central Region,Kallang,1.31521,103.85344,Entire home/apt,150,3,0,,,79,332
4323,26755270,☆综合式公寓,159804766,Xiaoyu,Central Region,Rochor,1.30116,103.84878,Entire home/apt,149,14,0,,,79,174
4325,26755389,☆豪华高级公寓 LTRVP1,159804766,Xiaoyu,Central Region,Singapore River,1.2935,103.84281,Entire home/apt,149,10,0,,,79,287
4326,26755593,☆酒店式公寓 (LTRVE),159804766,Xiaoyu,Central Region,Tanglin,1.29545,103.82751999999999,Entire home/apt,150,10,0,,,79,151
4328,26755783,☆豪华公寓(SP1B),159804766,Xiaoyu,Central Region,Rochor,1.2996299999999998,103.85128,Entire home/apt,181,5,0,,,79,260
4330,26756383,☆☆高级公寓 (BL4),159804766,Xiaoyu,Central Region,Novena,1.32275,103.85204,Entire home/apt,250,5,0,,,79,275
4331,26756503,☆☆高级公寓(1TBL),159804766,Xiaoyu,Central Region,Novena,1.32382,103.85208,Entire home/apt,208,3,0,,,79,330
4334,26770254,Batik Room Singapore,37101162,Molek,East Region,Pasir Ris,1.37376,103.95309,Private room,50,90,0,,,1,179
4338,26800555,666,201533938,Weiguo,North-East Region,Punggol,1.3999,103.90541999999999,Private room,81,3,0,,,3,54
4342,26853356,"(At least 3 months rental) Cosy, Hip Private Space",94903993,Elysia,Central Region,Geylang,1.31634,103.89981999999999,Entire home/apt,110,89,0,,,1,312
4344,26857526,"Master room with attached bathroom ,Full Bay view",32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.2815299999999998,103.85333,Private room,94,45,0,,,41,365
4348,26892907,"Entire Capsule and Sofa Bed Apartment , near MRT, for 28 paxes!",119613097,Su Moy,Central Region,Kallang,1.3110600000000001,103.85996,Entire home/apt,750,2,0,,,27,365
4349,26893579,Entire Capsule and Sofa Bed Apartment for 14 paxes!,119613097,Su Moy,Central Region,Kallang,1.31141,103.86026,Entire home/apt,431,2,0,,,27,365
4350,26893709,Entire Capsule and Sofa Bed for 20 paxes!,119613097,Su Moy,Central Region,Kallang,1.31141,103.8618,Entire home/apt,581,2,0,,,27,365
4370,26965345,"Brand New Orchard APT@Emerald Hill, Somerset MRT",25185912,Rebekah,Central Region,Newton,1.30389,103.83856999999999,Private room,60,90,0,,,14,365
4371,26973231,"CBD Downtown , Big Master Studio",32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28051,103.85161,Private room,90,50,0,,,41,365
4375,26984743,我们公寓楼下就是地铁站+巴士站直达南洋理工大学+NUS   ｡   唯一交通方便的公寓房间,183511167,琳琳,West Region,Jurong West,1.33951,103.70532,Private room,92,1,0,,,8,365
4376,27000082,1BR Serviced apartment near Holland Village MRT,151196270,Jhian,Central Region,Bukit Timah,1.31441,103.79339,Entire home/apt,206,89,0,,,45,365
4377,27002916,**2BR Food Heaven Suites @ Geylang (GL2br1),35691521,Vinn,Central Region,Geylang,1.31149,103.87824,Entire home/apt,237,2,0,,,45,317
4378,27003089,**2BR Singapore Geylang Food Street (GL2br2),35691521,Vinn,Central Region,Geylang,1.3115700000000001,103.87640999999999,Entire home/apt,237,2,0,,,45,299
4379,27003200,**2BR Near Famous Frog Leg Porridge (GL2br3),35691521,Vinn,Central Region,Geylang,1.31059,103.87743,Entire home/apt,237,2,0,,,45,318
4380,27003330,**3BR Singapore Near City and Food (GL3br1),35691521,Vinn,Central Region,Geylang,1.31047,103.87785,Entire home/apt,318,7,0,,,45,317
4381,27003519,**3BR SG House Famous Food Street Geylang (GL3br2),35691521,Vinn,Central Region,Geylang,1.3099100000000001,103.87788,Entire home/apt,318,7,0,,,45,347
4382,27003613,Modern 1 BR Serviced Apartment near Queenstown MRT,151196270,Jhian,Central Region,Queenstown,1.291,103.80672,Entire home/apt,140,89,0,,,45,363
4383,27003657,**3BR Spacious Rooms @ SG Food Street (GL3br3),35691521,Vinn,Central Region,Geylang,1.3096700000000001,103.87611,Entire home/apt,318,7,0,,,45,336
4384,27003781,**5BR Spacious 15 Pax @ SG Food Street (GL5BR1),35691521,Vinn,Central Region,Geylang,1.31123,103.87595999999999,Entire home/apt,587,2,0,,,45,364
4385,27004656,Furnished with queen size bed,194325223,Alfae,Central Region,Marine Parade,1.30035,103.90405,Shared room,262,1,0,,,1,365
4386,27004873,"2 Bedroom Serviced Apartment near INSEAD, ESSEC",151196270,Jhian,Central Region,Queenstown,1.30358,103.78399999999999,Entire home/apt,240,89,0,,,45,365
4387,27005451,3BR + Study Serviced Apartment- near Clementi MRT,151196270,Jhian,West Region,Clementi,1.31102,103.76313,Entire home/apt,290,89,0,,,45,363
4391,27041512,Premium Condo|Full Facilities|Resort|Room,203439587,Julia,Central Region,Bukit Timah,1.33255,103.79093,Private room,100,90,0,,,1,177
4393,27069141,"Big Studio , Marina One. Raffles place MRT",32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.2819399999999999,103.8519,Private room,94,45,0,,,41,365
4402,27122688,"lavLoftbed Rm1, no-sharing, wifi, mrt",2413412,Kaurus,Central Region,Kallang,1.30915,103.86133000000001,Private room,43,18,0,,,112,362
4404,27125891,Singapore Multi-unit building,135593914,Alena,Central Region,Novena,1.31321,103.84005,Private room,67,21,0,,,1,178
4408,27148231,Industrial-Chic City Studio (Suite VI),60024674,Mike,Central Region,Novena,1.3159999999999998,103.84461999999999,Entire home/apt,74,90,0,,,5,272
4412,27174440,highrise heritage queenbed Rm1,8948251,Joey,Central Region,Outram,1.28357,103.84184,Private room,50,90,0,,,83,365
4414,27178745,"3BR QUEENSTOWN, COMMONWEALTH AVENUE",138649185,Paridhi,Central Region,Queenstown,1.30016,103.80118,Entire home/apt,360,25,0,,,76,364
4431,27306443,Huge one bedroom apt with a view in city central,23466247,Willy,Central Region,Kallang,1.30007,103.86201,Entire home/apt,100,30,0,,,2,365
4435,27345919,Studio Serviced Apartment near One North MRT,151196270,Jhian,Central Region,Queenstown,1.3035700000000001,103.78998,Entire home/apt,175,89,0,,,45,362
4436,27346264,Singapore Multi-unit building,103692249,Meganathan,West Region,Jurong West,1.34951,103.69745999999999,Private room,35,180,0,,,2,365
4438,27350648,Single bed in 8- bed female dorm in Lavender,129072054,Dex,Central Region,Kallang,1.31056,103.8628,Shared room,26,1,0,,,4,363
4448,27409849,Near CBD 1BR within 5 mins walk to Tiong Bahru MRT,66406177,Jay,Central Region,Bukit Merah,1.28606,103.83006999999999,Entire home/apt,146,30,0,,,274,332
4450,27411588,Two Executive condo Rms at same condo close to mrt,146100311,Cindy,West Region,Jurong East,1.3376700000000001,103.7359,Private room,131,5,0,,,10,356
4451,27412746,"Studio Serviced Apartment near INSEAD,FUSIONOPOLIS",151196270,Jhian,Central Region,Queenstown,1.30213,103.78828,Entire home/apt,165,89,0,,,45,365
4470,27499455,"LUXURY AT EASE, 3 BEDROOM 3 BATH ON HAVELOCK RD",138649185,Paridhi,Central Region,Singapore River,1.28776,103.83712,Entire home/apt,600,1,0,,,76,360
4487,27611866,Singapore House,189630854,Iana,North Region,Woodlands,1.44151,103.79444000000001,Private room,90,1,0,,,2,365
4505,27738881,♥1BR Robertson Quay (rvp1),31464513,Darcy,Central Region,River Valley,1.2932700000000001,103.84143,Entire home/apt,140,5,0,,,114,287
4506,27739990,♥1BR Beside Mall @ Novena (zsm1b1),31464513,Darcy,Central Region,Novena,1.32829,103.84685,Entire home/apt,135,7,0,,,114,342
4507,27740431,♥1BR Mins Walk To Mount Elizabeth Hospital (tt2),31464513,Darcy,Central Region,Novena,1.3228600000000001,103.85129,Entire home/apt,140,5,0,,,114,318
4517,27788666,♪♪Local Food Haven Near town (bl3),31464513,Darcy,Central Region,Novena,1.32209,103.85404,Entire home/apt,237,10,0,,,114,365
4521,27790589,♪Shaw Plaza Town for Expats/Medical Tourist (bl1b),31464513,Darcy,Central Region,Novena,1.3235,103.85398,Entire home/apt,150,8,0,,,114,365
4522,27790668,♪Farrer Park Serviced Residence @ MRT (cl2),31464513,Darcy,Central Region,Kallang,1.3147799999999998,103.85783,Entire home/apt,150,10,0,,,114,365
4523,27790778,♪♪Farrer Park MRT Serviced Residence (fps1),31464513,Darcy,Central Region,Kallang,1.3129,103.853,Entire home/apt,225,12,0,,,114,365
4525,27790840,♪♪Luxury Farrer Park MRT Suites (fps2),31464513,Darcy,Central Region,Kallang,1.31379,103.85443000000001,Entire home/apt,225,10,0,,,114,365
4528,27791579,♪Novena Hospital Suites Direct Shuttle bus (vv),31464513,Darcy,Central Region,Novena,1.32631,103.84739,Entire home/apt,144,10,0,,,114,365
4530,27791766,♪Robertson Quay Suites for Corporate (rvp2),31464513,Darcy,Central Region,Museum,1.2945200000000001,103.84306,Entire home/apt,149,10,0,,,114,365
4532,27792673,♪Novena Hospital Serviced Residences (zsm1b),31464513,Darcy,Central Region,Novena,1.3274299999999999,103.84867,Entire home/apt,131,8,0,,,114,365
4533,27792685,♪Mount Elizabeth Suites for family (zsm1b2),31464513,Darcy,Central Region,Novena,1.32657,103.84761999999999,Entire home/apt,135,8,0,,,114,365
4534,27792862,♪1BR Mins walk to Mount Elizabeth Hospital (tt1),31464513,Darcy,Central Region,Novena,1.32311,103.8512,Entire home/apt,139,5,0,,,114,365
4535,27792875,♪Shaw Plaza Local Food Haven near Mount E (tt2),31464513,Darcy,Central Region,Novena,1.32429,103.85073,Entire home/apt,139,10,0,,,114,365
4546,27804407,Freedom of Living  2@Jurong West,209952904,Firoza,West Region,Jurong West,1.3502,103.70469,Private room,46,30,0,,,1,89
4551,27816487,"2 BR APARTMENT, COMMONWEALTH QUEENSTOWN",156409670,Rajan,Central Region,Queenstown,1.30165,103.79959000000001,Entire home/apt,318,28,0,,,78,364
4553,27827990,***2BR Geylang Food Pardise,8492007,Alvin,Central Region,Geylang,1.31019,103.87801,Entire home/apt,228,3,0,,,203,337
4555,27838074,***2BR Geylang @ kallang mrt station,8492007,Alvin,Central Region,Geylang,1.3102,103.8776,Entire home/apt,217,2,0,,,203,290
4557,27839848,❀1BR Race Course road @ farrer park,8492007,Alvin,Central Region,Kallang,1.31554,103.85771,Entire home/apt,131,3,0,,,203,334
4562,27881229,Amazing 3 Bedroom Unit Located @ GEYLANG LOR 8,35691521,Vinn,Central Region,Geylang,1.3161399999999999,103.89056,Entire home/apt,300,7,0,,,45,299
4565,27889309,1 Bedder Unit @ CBD Downtown Line,32798595,Expats Housing Provider @ Raffles P,Central Region,Downtown Core,1.28175,103.85356,Entire home/apt,117,50,0,,,41,365
4572,27917371,STUDIO AT PURVIS STREET,156409670,Rajan,Central Region,Downtown Core,1.29716,103.85477,Entire home/apt,219,7,0,,,78,364
4579,27968719,Skyline Room,184542569,Brian,Central Region,Rochor,1.31171,103.8535,Private room,419,1,0,,,3,341
4581,27970813,Urban Room,184542569,Brian,Central Region,Rochor,1.3130000000000002,103.85414,Private room,225,1,0,,,3,341
4582,27978202,ENTHRALLING 2 BR IN SIMS DRIVE,156409670,Rajan,Central Region,Geylang,1.32027,103.88166,Entire home/apt,175,30,0,,,78,364
4587,28000993,"MODERN 1BR IN JURONG EAST, CBD",138649185,Paridhi,West Region,Jurong East,1.33572,103.74303,Entire home/apt,183,30,0,,,76,364
4588,28001954,"TRENDY 1BR IN WEST COAST, CLEMENTI",138649185,Paridhi,West Region,Clementi,1.3172700000000002,103.76153000000001,Entire home/apt,175,30,0,,,76,364
4593,28019114,"1-BEDROOM, COMMONWEALTH",156409670,Rajan,Central Region,Queenstown,1.30144,103.79972,Entire home/apt,256,28,0,,,78,364
4594,28019677,AMAZING PRICE !!!!  HIGH-FLOOR 1 BR @ QUEENSTOWN,138649185,Paridhi,Central Region,Queenstown,1.3012700000000001,103.79762,Entire home/apt,150,30,0,,,76,333
4602,28038349,Huge renovated shophouse with roof garden,211791147,Gjandgl,Central Region,Kallang,1.31421,103.86079000000001,Entire home/apt,131,90,0,,,1,365
4605,28054617,aiqing,211929569,Chua,Central Region,Geylang,1.31149,103.88084,Entire home/apt,694,1,0,,,1,364
4608,28060626,Singapore HDB Apartment (Yishun/Khatib),25725433,Mark,North Region,Yishun,1.4202,103.83683,Private room,24,180,0,,,1,35
4612,28069273,NICE & COZY MASTER ROOM @KOVAN MRT / 703,1439258,K2 Guesthouse,North-East Region,Hougang,1.36646,103.89019,Private room,35,180,0,,,32,271
4613,28071344,Gusti Bed & Breakfast - 2 Single Bed (Shared),98644049,Gusti,Central Region,Kallang,1.30884,103.86149,Shared room,51,1,0,,,5,349
4614,28083713,♪♪2BR Cozy Stay Direct bus to CBD bus 70 (imp),31464513,Darcy,Central Region,Geylang,1.3123200000000002,103.88506,Entire home/apt,150,28,0,,,114,325
4615,28087491,☆令人惊叹的宽敞一卧室公寓楼 (RG1),159804766,Xiaoyu,Central Region,Kallang,1.3145799999999999,103.85477,Entire home/apt,139,1,0,,,79,332
4616,28087731,☆令人惊叹的宽敞一卧室公寓楼 @ RANGOON RD (RG2),159804766,Xiaoyu,Central Region,Kallang,1.31539,103.8533,Entire home/apt,139,3,0,,,79,325
4617,28087764,☆令人惊叹的宽敞一卧室公寓楼在市区 (8M8),159804766,Xiaoyu,Central Region,Newton,1.3059100000000001,103.84653,Entire home/apt,139,3,0,,,79,243
4620,28089113,☆令人惊叹的宽敞一卧室公寓楼 Keng (ERS1B),159804766,Xiaoyu,Central Region,Kallang,1.31859,103.86091,Entire home/apt,139,3,0,,,79,335
4623,28089399,☆令人惊叹的宽敞一卧室公寓楼 @ Novena (PS1B),159804766,Xiaoyu,Central Region,Rochor,1.30263,103.84798,Entire home/apt,139,3,0,,,79,174
4624,28089518,☆令人惊叹的宽敞一卧室公寓楼在市区 (TT1),159804766,Xiaoyu,Central Region,Novena,1.3238,103.85216,Entire home/apt,139,3,0,,,79,322
4625,28089603,☆令人惊叹的宽敞一卧室公寓楼在市区 (TT2),159804766,Xiaoyu,Central Region,Novena,1.32333,103.85228000000001,Entire home/apt,139,3,0,,,79,318
4627,28095978,♤♤可爱宽敞的两卧室公寓 @ Geylang,159804766,Xiaoyu,Central Region,Geylang,1.31027,103.87762,Entire home/apt,228,3,0,,,79,318
4628,28096396,♤♤可爱宽敞的两卧室公寓 @ Geylang,159804766,Xiaoyu,Central Region,Geylang,1.3099299999999998,103.8762,Entire home/apt,228,3,0,,,79,290
